Artist,Song,Sentiment,Followers,Popularity,Genre
elvis presley,ain't that loving you baby,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,just tell her jim said hello,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,trouble,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,trouble,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,long black limousine,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,it keeps right on a-hurtin',Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,true love travels on a gravel road,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,stranger in my own home town,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,words,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,change of habit,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,you'll never walk alone,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,who am i?,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,"it's your baby, you rock it",Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,faded love,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,i washed my hands in muddy water,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,if i were you,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,this is our dance,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,c'mon everybody,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,king of the whole wide world,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,i'm not the marrying kind,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,the wonderful world of christmas,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,if i get home on christmas day,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,holly leaves and christmas trees,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,help me make it through the night,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,miracle of the rosary,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,he is my everything,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,an evening prayer,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,never been to spain,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,you don't have to say you love me,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,heartbreak hotel,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,suspicious minds,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,i'll remember you,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,can't help falling in love,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,for ol' times sake,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,just a little bit,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,i've got a thing about you baby,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,long tall sally,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,your mama don't dance,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,jailhouse rock,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,can't help falling in love,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,never again,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,if you love me (let me know),Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,heartbreak hotel,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,jailhouse rock,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,are you lonesome tonight?,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,good luck charm,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,she's not you,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,crying in the chapel,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,in the ghetto,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,way down,Negative,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,wear my ring around your neck,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,king creole,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,rock-a-hula baby,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,harbor lights,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
elvis presley,i don't care if the sun don't shine,Positive,7191838.0,81.0,"['rock-and-roll', 'rockabilly']"
cigarettes after sex,k.,Positive,4798187.0,80.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
cigarettes after sex,each time you fall in love,Positive,4798187.0,80.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
cigarettes after sex,flash,Positive,4798187.0,80.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
cigarettes after sex,crush,Positive,4798187.0,80.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
cigarettes after sex,the night train,Negative,4798187.0,80.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
cigarettes after sex,you're all i want,Positive,4798187.0,80.0,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
adele,chasing pavements,Positive,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,cold shoulder,Negative,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,my same,Positive,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,painting pictures,Positive,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,rolling in the deep,Positive,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,remedy,Negative,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,last nite,Positive,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
adele,never gonna leave you,Positive,42174621.0,84.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
selena gomez,like a champion,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez,b.e.a.t.,Negative,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez,undercover,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez,forget forever,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez & the scene,falling down,Negative,7864105.0,67.0,"['dance pop', 'pop', 'post-teen pop']"
selena gomez,perfect,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez,cologne,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez,let me get me,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
kygo & selena gomez,it ain't me,Negative,,,
selena gomez,she,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
selena gomez,congratulations to me,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
zedd,i want you to know,Positive,5803650.0,75.0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']"
selena gomez,one and the same,Positive,37269207.0,82.0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
imagine dragons,living musical,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,i don't mind,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,leave me,Negative,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,pantomime,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,america,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,the fall,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,warriors,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,whatever it takes,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,next to me,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,love,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,clouds,Positive,41751320.0,88.0,"['modern rock', 'rock']"
imagine dragons,lost cause,Positive,41751320.0,88.0,"['modern rock', 'rock']"
lil' wayne,sucker for pain,Negative,,,
imagine dragons & khalid,thunder / young dumb & broke (medley),Negative,,,
imagine dragons,with or without you,Positive,41751320.0,88.0,"['modern rock', 'rock']"
evanescence,solitude,Positive,3526981.0,71.0,['alternative metal']
evanescence,understanding (wash it all away),Negative,3526981.0,71.0,['alternative metal']
evanescence,my immortal,Positive,3526981.0,71.0,['alternative metal']
evanescence,everybody's fool,Positive,3526981.0,71.0,['alternative metal']
evanescence,my immortal,Positive,3526981.0,71.0,['alternative metal']
evanescence,tourniquet,Positive,3526981.0,71.0,['alternative metal']
evanescence,call me when you're sober,Negative,3526981.0,71.0,['alternative metal']
evanescence,like you,Negative,3526981.0,71.0,['alternative metal']
evanescence,what you want,Positive,3526981.0,71.0,['alternative metal']
evanescence,made of stone,Negative,3526981.0,71.0,['alternative metal']
evanescence,breathe no more,Negative,3526981.0,71.0,['alternative metal']
evanescence,if you don't mind,Positive,3526981.0,71.0,['alternative metal']
evanescence,a new way to bleed,Negative,3526981.0,71.0,['alternative metal']
evanescence,say you will,Positive,3526981.0,71.0,['alternative metal']
evanescence,your star,Positive,3526981.0,71.0,['alternative metal']
evanescence,imperfection,Positive,3526981.0,71.0,['alternative metal']
evanescence,give unto me,Negative,3526981.0,71.0,['alternative metal']
evanescence,it was all a lie,Positive,3526981.0,71.0,['alternative metal']
evanescence,october,Positive,3526981.0,71.0,['alternative metal']
evanescence,take cover,Positive,3526981.0,71.0,['alternative metal']
evanescence,wasted on you,Negative,3526981.0,71.0,['alternative metal']
evanescence,you,Positive,3526981.0,71.0,['alternative metal']
kane brown,pull it off,Positive,4331772.0,76.0,"['black americana', 'contemporary country', 'country', 'country road']"
kane brown,rockstars,Positive,4331772.0,76.0,"['black americana', 'contemporary country', 'country', 'country road']"
kane brown,heaven,Positive,4331772.0,76.0,"['black americana', 'contemporary country', 'country', 'country road']"
kane brown,baby come back to me,Positive,4331772.0,76.0,"['black americana', 'contemporary country', 'country', 'country road']"
kane brown,good as you,Positive,4331772.0,76.0,"['black americana', 'contemporary country', 'country', 'country road']"
kane brown,for my daughter,Positive,4331772.0,76.0,"['black americana', 'contemporary country', 'country', 'country road']"
sam smith,good thing,Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,not in that way,Negative,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,latch (acoustic),Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,in the lonely hour,Negative,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,so much more to lose (pooker remix),Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,show a little mercy (tai remix),Negative,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,burning,Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,"baby, you make me crazy",Negative,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,the thrill of it all,Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith & renã©e zellweger,get happy,Positive,,,
sam smith,how do you sleep?,Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith & demi lovato,i'm ready,Positive,,,
sam smith,to die for,Positive,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
sam smith,writing's on the wall,Negative,20100976.0,83.0,"['dance pop', 'pop', 'uk pop']"
plain white t's,come on over,Positive,,,
plain white t's,show your face,Positive,,,
plain white t's,rave,Positive,,,
plain white t's,what more do you want?,Positive,,,
plain white t's,lazy day afternoon,Positive,,,
plain white t's,hey there delilah,Positive,,,
plain white t's,come back to me,Negative,,,
plain white t's,down the road,Negative,,,
plain white t's,big bad world,Negative,,,
plain white t's,"1, 2, 3, 4",Positive,,,
plain white t's,sunlight,Negative,,,
plain white t's,rhythm of love,Positive,,,
plain white t's,last breath,Positive,,,
plain white t's,our song,Positive,,,
plain white t's,no imitations,Positive,,,
plain white t's,low,Positive,,,
plain white t's,lying about me and you,Negative,,,
plain white t's,i should be dead right now,Negative,,,
plain white t's,do you hear,Positive,,,
plain white t's,season of a lifetime,Positive,,,
bon jovi,love lies,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,breakout,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,the price of love,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,silent night,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,always run to you,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,secret dreams,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,social disease,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,i'd die for you,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,wild in the streets,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,i'll sleep when i'm dead,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,bad medicine,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,i'll be there for you,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,in these arms,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,keep the faith,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,lay your hands on me,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,runaway,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,bitter wine,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,thank you for loving me,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,save the world,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,one wild night,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,you had me from hello,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,open all night,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,why aren't you dead?,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,taking it back,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,these arms are open all night,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,i get a rush,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,starting all over again,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,the one that got away,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,you can sleep while i dream,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,satellite,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,real life,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,memphis lives in me,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,river runs dry,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,out of bounds,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,with a little help from my friends,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,save a prayer,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,i want to be loved,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,who says you can't go home,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,bells of freedom,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,dirty little secret,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,we got it going on,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,till we ain't strangers anymore,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,army of one,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,the beautiful world,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,with these two hands,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,not running anymore,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,old habits die hard,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,let's make it baby,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,house of fire,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,saturday night gave me sunday morning,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,life is beautiful,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,take back the night,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,living with the ghost,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,roller coaster,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,new year's day,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,come on up to our house,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,real love,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,all hail the king,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,walls,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,more than we bargained for,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,hollywood dreams,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,don't keep me wondering,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,talkin' in your sleep,Negative,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,nothing,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,walk like a man,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bon jovi,you can't lose at love,Positive,11185015.0,77.0,"['glam metal', 'rock']"
bruno mars,liquor store blues,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,young girls,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,locked out of heaven,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,moonshine,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,money make her smile,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,don't give up,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,finesse (remix),Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,grenade (remix),Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,just the way you are (remix),Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,never say u can't,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,only when you're lonely,Negative,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,tonight,Positive,43103624.0,87.0,"['dance pop', 'pop']"
bruno mars,top of the world,Positive,43103624.0,87.0,"['dance pop', 'pop']"
chris brown,young love,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,young love,Positive,3351.0,54.0,[]
chris brown,young love,Positive,12619.0,7.0,[]
chris brown,ya man ain't me,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,ya man ain't me,Positive,3351.0,54.0,[]
chris brown,ya man ain't me,Positive,12619.0,7.0,[]
chris brown,winner,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,winner,Positive,3351.0,54.0,[]
chris brown,winner,Positive,12619.0,7.0,[]
chris brown,say goodbye,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,say goodbye,Positive,3351.0,54.0,[]
chris brown,say goodbye,Positive,12619.0,7.0,[]
chris brown,which one,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,which one,Positive,3351.0,54.0,[]
chris brown,which one,Positive,12619.0,7.0,[]
chris brown,damage,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,damage,Positive,3351.0,54.0,[]
chris brown,damage,Positive,12619.0,7.0,[]
chris brown,i wanna be,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,i wanna be,Positive,3351.0,54.0,[]
chris brown,i wanna be,Positive,12619.0,7.0,[]
chris brown,gimme whatcha got,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,gimme whatcha got,Positive,3351.0,54.0,[]
chris brown,gimme whatcha got,Positive,12619.0,7.0,[]
chris brown,down,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,down,Negative,3351.0,54.0,[]
chris brown,down,Negative,12619.0,7.0,[]
chris brown,heart ain't a brain,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,heart ain't a brain,Positive,3351.0,54.0,[]
chris brown,heart ain't a brain,Positive,12619.0,7.0,[]
chris brown,so glad,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,so glad,Positive,3351.0,54.0,[]
chris brown,so glad,Positive,12619.0,7.0,[]
chris brown,all about us,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,all about us,Negative,3351.0,54.0,[]
chris brown,all about us,Negative,12619.0,7.0,[]
chris brown,no air,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,no air,Positive,3351.0,54.0,[]
chris brown,no air,Positive,12619.0,7.0,[]
chris brown,so right it ain't right,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,so right it ain't right,Positive,3351.0,54.0,[]
chris brown,so right it ain't right,Positive,12619.0,7.0,[]
chris brown,gone be my girl,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,gone be my girl,Positive,3351.0,54.0,[]
chris brown,gone be my girl,Positive,12619.0,7.0,[]
chris brown,who's girl is that,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,who's girl is that,Positive,3351.0,54.0,[]
chris brown,who's girl is that,Positive,12619.0,7.0,[]
chris brown,i can transform ya,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,i can transform ya,Positive,3351.0,54.0,[]
chris brown,i can transform ya,Positive,12619.0,7.0,[]
chris brown,famous girl,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,famous girl,Positive,3351.0,54.0,[]
chris brown,famous girl,Positive,12619.0,7.0,[]
chris brown,wait,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,wait,Positive,3351.0,54.0,[]
chris brown,wait,Positive,12619.0,7.0,[]
chris brown,they say,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,they say,Positive,3351.0,54.0,[]
chris brown,they say,Positive,12619.0,7.0,[]
chris brown,go away,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,go away,Positive,3351.0,54.0,[]
chris brown,go away,Positive,12619.0,7.0,[]
chris brown,too freaky,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,too freaky,Positive,3351.0,54.0,[]
chris brown,too freaky,Positive,12619.0,7.0,[]
chris brown,big booty judy,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,big booty judy,Negative,3351.0,54.0,[]
chris brown,big booty judy,Negative,12619.0,7.0,[]
chris brown,back out,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,back out,Positive,3351.0,54.0,[]
chris brown,back out,Positive,12619.0,7.0,[]
chris brown,work wit it,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,work wit it,Negative,3351.0,54.0,[]
chris brown,work wit it,Negative,12619.0,7.0,[]
chris brown,i get around,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,i get around,Negative,3351.0,54.0,[]
chris brown,i get around,Negative,12619.0,7.0,[]
chris brown,perfume,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,perfume,Positive,3351.0,54.0,[]
chris brown,perfume,Positive,12619.0,7.0,[]
chris brown,number one,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,number one,Positive,3351.0,54.0,[]
chris brown,number one,Positive,12619.0,7.0,[]
chris brown,my girl like them girls,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,my girl like them girls,Positive,3351.0,54.0,[]
chris brown,my girl like them girls,Positive,12619.0,7.0,[]
chris brown,last time together,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,last time together,Positive,3351.0,54.0,[]
chris brown,last time together,Positive,12619.0,7.0,[]
chris brown,all off,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,all off,Positive,3351.0,54.0,[]
chris brown,all off,Positive,12619.0,7.0,[]
chris brown,boing,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,boing,Positive,3351.0,54.0,[]
chris brown,boing,Positive,12619.0,7.0,[]
chris brown,put your hands in the air,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,put your hands in the air,Positive,3351.0,54.0,[]
chris brown,put your hands in the air,Positive,12619.0,7.0,[]
chris brown,up to you,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,up to you,Positive,3351.0,54.0,[]
chris brown,up to you,Positive,12619.0,7.0,[]
chris brown,next 2 you,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,next 2 you,Negative,3351.0,54.0,[]
chris brown,next 2 you,Negative,12619.0,7.0,[]
chris brown,all back,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,all back,Positive,3351.0,54.0,[]
chris brown,all back,Positive,12619.0,7.0,[]
chris brown,wet the bed,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,wet the bed,Positive,3351.0,54.0,[]
chris brown,wet the bed,Positive,12619.0,7.0,[]
chris brown,oh my love,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,oh my love,Negative,3351.0,54.0,[]
chris brown,oh my love,Negative,12619.0,7.0,[]
chris brown,beg for it,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,beg for it,Positive,3351.0,54.0,[]
chris brown,beg for it,Positive,12619.0,7.0,[]
chris brown,100 bottles,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,100 bottles,Negative,3351.0,54.0,[]
chris brown,100 bottles,Negative,12619.0,7.0,[]
chris brown,real hip hop #4,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,real hip hop #4,Positive,3351.0,54.0,[]
chris brown,real hip hop #4,Positive,12619.0,7.0,[]
chris brown,real hip hop shit #3,Negative,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
chris brown,real hip hop shit #3,Negative,3351.0,54.0,[]
chris brown,real hip hop shit #3,Negative,12619.0,7.0,[]
chris brown,real hip hop shit,Positive,16868785.0,87.0,"['dance pop', 'pop', 'r&b']"
