Artist,Song,Sentiment,Followers,Popularity,Genre
lana del rey,meet me in the pale moonlight,Positive,17713208.0,87.0,art pop
lana del rey,my best days,Neutral,17713208.0,87.0,art pop
lana del rey,playing dangerous,Positive,17713208.0,87.0,art pop
lana del rey,put your lips together,Positive,17713208.0,87.0,art pop
lana del rey,queen of disaster,Negative,17713208.0,87.0,art pop
lana del rey,resistance,Positive,17713208.0,87.0,art pop
lana del rey,starry eyed,Positive,17713208.0,87.0,art pop
lana del rey,strange love,Positive,17713208.0,87.0,art pop
lana del rey,westbound,Positive,17713208.0,87.0,art pop
lana del rey,yes to heaven,Negative,17713208.0,87.0,art pop
charlie puth,time passes by,Positive,17411695.0,83.0,dance pop
charlie puth,i don't wanna hurt you baby,Positive,17411695.0,83.0,dance pop
charlie puth,we don't talk anymore,Positive,17411695.0,83.0,dance pop
charlie puth,left right left,Positive,17411695.0,83.0,dance pop
charlie puth,then there's you,Positive,17411695.0,83.0,dance pop
charlie puth,boy,Positive,17411695.0,83.0,dance pop
charlie puth,how long (remix),Negative,17411695.0,83.0,dance pop
charlie puth,in the dark,Negative,17411695.0,83.0,dance pop
charlie puth,instagram models,Negative,17411695.0,83.0,dance pop
charlie puth,spend the night,Negative,17411695.0,83.0,dance pop
charlie puth,titanium,Positive,17411695.0,83.0,dance pop
charlie puth,two months,Positive,17411695.0,83.0,dance pop
suzanne vega,in the eye,Positive,0.0,0.0,Other
suzanne vega,solitude standing,Negative,0.0,0.0,Other
suzanne vega,book of dreams,Negative,0.0,0.0,Other
suzanne vega,big space,Negative,0.0,0.0,Other
suzanne vega,rock in this pocket,Negative,0.0,0.0,Other
suzanne vega,in liverpool,Negative,0.0,0.0,Other
suzanne vega,99.9f,Positive,0.0,0.0,Other
suzanne vega,as girls go,Positive,0.0,0.0,Other
suzanne vega,world before columbus,Positive,0.0,0.0,Other
suzanne vega,honeymoon suite,Positive,0.0,0.0,Other
suzanne vega,my favorite plum,Positive,0.0,0.0,Other
suzanne vega,bound,Positive,0.0,0.0,Other
suzanne vega,unbound,Positive,0.0,0.0,Other
suzanne vega,as you are now,Positive,0.0,0.0,Other
suzanne vega,anniversary,Positive,0.0,0.0,Other
suzanne vega,i never wear white,Negative,0.0,0.0,Other
suzanne vega,we of me,Positive,0.0,0.0,Other
suzanne vega,woman on the tier (i'll see you through),Negative,0.0,0.0,Other
don mclean,general store,Positive,788232.0,63.0,adult standards
don mclean,respectable,Positive,788232.0,63.0,adult standards
don mclean,"vincent (starry, starry night)",Positive,788232.0,63.0,adult standards
don mclean,mother nature,Negative,788232.0,63.0,adult standards
don mclean,aftermath,Positive,788232.0,63.0,adult standards
don mclean,dreidel,Negative,788232.0,63.0,adult standards
don mclean,on the amazon,Negative,788232.0,63.0,adult standards
don mclean,the legend of andrew mccrew,Positive,788232.0,63.0,adult standards
don mclean,you have lived,Positive,788232.0,63.0,adult standards
don mclean,tangled (like a spider in her hair),Positive,788232.0,63.0,adult standards
don mclean,prime time,Positive,788232.0,63.0,adult standards
don mclean,jump,Positive,788232.0,63.0,adult standards
don mclean,the wrong thing to do,Negative,788232.0,63.0,adult standards
don mclean,wonderful night,Positive,788232.0,63.0,adult standards
don mclean,if you could read my mind,Positive,788232.0,63.0,adult standards
don mclean,left for dead on the road of love,Positive,788232.0,63.0,adult standards
don mclean,love letters,Positive,788232.0,63.0,adult standards
don mclean,crazy eyes,Negative,788232.0,63.0,adult standards
don mclean,love in my heart,Positive,788232.0,63.0,adult standards
don mclean,going for the gold,Positive,788232.0,63.0,adult standards
don mclean,what will the world be like,Positive,788232.0,63.0,adult standards
don mclean,a white sport coat (and a pink carnation),Negative,788232.0,63.0,adult standards
don mclean,someone to watch over me,Positive,788232.0,63.0,adult standards
don mclean,fashion victim,Negative,788232.0,63.0,adult standards
don mclean,1967,Positive,788232.0,63.0,adult standards
don mclean,you who love the truth,Positive,788232.0,63.0,adult standards
don mclean,the waving man,Positive,788232.0,63.0,adult standards
don mclean,ain't she a honey,Positive,788232.0,63.0,adult standards
don mclean,superman's ghost,Positive,788232.0,63.0,adult standards
three days grace,time that remains,Positive,5191705.0,74.0,alternative metal
three days grace,so what,Negative,5191705.0,74.0,alternative metal
three days grace,the abyss,Positive,5191705.0,74.0,alternative metal
three days grace,in front of me,Positive,5191705.0,74.0,alternative metal
three days grace,stare,Positive,5191705.0,74.0,alternative metal
50 cent,banks workout,Negative,9380724.0,82.0,east coast hip hop
50 cent,in da club,Positive,9380724.0,82.0,east coast hip hop
50 cent,i'll still kill,Negative,9380724.0,82.0,east coast hip hop
50 cent,talking in codes,Negative,9380724.0,82.0,east coast hip hop
50 cent,ghetto like a motherfucker (freestyle),Negative,9380724.0,82.0,east coast hip hop
'n sync,i want you back,Negative,0.0,0.0,Other
lana del rey,break my fall,Negative,17713208.0,87.0,art pop
lana del rey,hot hot hot,Positive,17713208.0,87.0,art pop
lana del rey,hundred dollar bill,Positive,17713208.0,87.0,art pop
lana del rey,i was in a bad way,Negative,17713208.0,87.0,art pop
lana del rey,let my hair down,Negative,17713208.0,87.0,art pop
lana del rey,moi je joue,Negative,17713208.0,87.0,art pop
lana del rey,once upon a dream,Positive,17713208.0,87.0,art pop
lana del rey,playground,Negative,17713208.0,87.0,art pop
lana del rey,playground (final version),Negative,17713208.0,87.0,art pop
lana del rey,summer of sam,Positive,17713208.0,87.0,art pop
lana del rey,the happiest girl in the whole usa,Positive,17713208.0,87.0,art pop
lana del rey,young and beautiful,Positive,17713208.0,87.0,art pop
charlie puth,as you are,Positive,17411695.0,83.0,dance pop
charlie puth,la girls,Positive,17411695.0,83.0,dance pop
charlie puth,somebody told me,Positive,17411695.0,83.0,dance pop
charlie puth,attention (oliver heldens remix),Negative,17411695.0,83.0,dance pop
charlie puth,cheating on you,Negative,17411695.0,83.0,dance pop
charlie puth,full of it,Positive,17411695.0,83.0,dance pop
charlie puth,one call away (remix),Negative,17411695.0,83.0,dance pop
charlie puth,ride to melrose,Positive,17411695.0,83.0,dance pop
charlie puth,your name (the ukulele song),Positive,17411695.0,83.0,dance pop
suzanne vega,cracking,Negative,0.0,0.0,Other
suzanne vega,luka,Positive,0.0,0.0,Other
suzanne vega,night vision,Positive,0.0,0.0,Other
suzanne vega,wooden horse,Negative,0.0,0.0,Other
suzanne vega,caramel,Positive,0.0,0.0,Other
suzanne vega,machine ballerina,Positive,0.0,0.0,Other
suzanne vega,carson's blues,Negative,0.0,0.0,Other
suzanne vega,twelve mortal men,Positive,0.0,0.0,Other
don mclean,sister fatima,Positive,788232.0,63.0,adult standards
don mclean,mountains o'mourne,Positive,788232.0,63.0,adult standards
don mclean,over the mountains,Positive,788232.0,63.0,adult standards
don mclean,crying in the chapel,Positive,788232.0,63.0,adult standards
don mclean,words and music,Positive,788232.0,63.0,adult standards
don mclean,jerusalem,Positive,788232.0,63.0,adult standards
don mclean,headroom,Negative,788232.0,63.0,adult standards
don mclean,have you seen me,Negative,788232.0,63.0,adult standards
don mclean,i've cried all the tears that i have,Positive,788232.0,63.0,adult standards
three days grace,chasing the first time,Positive,5191705.0,74.0,alternative metal
50 cent,hold on,Negative,9380724.0,82.0,east coast hip hop
50 cent,21 questions (remix),Positive,9380724.0,82.0,east coast hip hop
50 cent,if i can't (remix),Positive,9380724.0,82.0,east coast hip hop
50 cent,wanksta (remix),Negative,9380724.0,82.0,east coast hip hop
'n sync,drugs,Negative,0.0,0.0,Other
lana del rey,in the sun,Positive,17713208.0,87.0,art pop
lana del rey,making out,Positive,17713208.0,87.0,art pop
lana del rey,methamphetamines,Positive,17713208.0,87.0,art pop
lana del rey,summer bummer (snakehips remix),Positive,17713208.0,87.0,art pop
lana del rey,there's nothing to be sorry about,Positive,17713208.0,87.0,art pop
lana del rey,tired of singing the blues,Negative,17713208.0,87.0,art pop
lana del rey,velvet crowbar,Positive,17713208.0,87.0,art pop
lana del rey,you & me,Positive,17713208.0,87.0,art pop
charlie puth,my gospel,Positive,17411695.0,83.0,dance pop
charlie puth,seventeen,Positive,17411695.0,83.0,dance pop
suzanne vega,last year's troubles,Negative,0.0,0.0,Other
don mclean,the pride parade,Negative,788232.0,63.0,adult standards
don mclean,chain lightning,Positive,788232.0,63.0,adult standards
don mclean,infinity,Negative,788232.0,63.0,adult standards
50 cent,tony yayo explosion,Negative,9380724.0,82.0,east coast hip hop
50 cent,catch me in the hood,Positive,9380724.0,82.0,east coast hip hop
50 cent,p.i.m.p. (g-unit remix),Negative,9380724.0,82.0,east coast hip hop
may jailer,wait,Positive,0.0,0.0,Other
lana del rey,you can be the boss,Negative,17713208.0,87.0,art pop
lana del rey,your girl,Negative,17713208.0,87.0,art pop
suzanne vega,tired of sleeping,Negative,0.0,0.0,Other
suzanne vega,predictions,Neutral,0.0,0.0,Other
suzanne vega,fat man & dancing girl,Positive,0.0,0.0,Other
suzanne vega,annemarie,Positive,0.0,0.0,Other
don mclean,siamese twins (joined at the heart),Negative,788232.0,63.0,adult standards
50 cent,6 out of 6 (get gully),Negative,9380724.0,82.0,east coast hip hop
charlie puth,go round,Negative,17411695.0,83.0,dance pop
lana del rey,put me in a movie,Positive,17713208.0,87.0,art pop
lana del rey,catch & release,Negative,17713208.0,87.0,art pop
lana del rey,so legit,Negative,17713208.0,87.0,art pop
lana del rey,super movie,Positive,17713208.0,87.0,art pop
don mclean,circus song,Positive,788232.0,63.0,adult standards
don mclean,crying,Negative,788232.0,63.0,adult standards
don mclean,botanical gardens,Positive,788232.0,63.0,adult standards
elvis presley,blue suede shoes,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i got a woman,Positive,7191838.0,81.0,rock-and-roll
elvis presley,one-sided love affair,Positive,7191838.0,81.0,rock-and-roll
elvis presley,just because,Positive,7191838.0,81.0,rock-and-roll
elvis presley,trying to get to you,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i'll never let you go (lil' darlin'),Negative,7191838.0,81.0,rock-and-roll
elvis presley,blue moon,Positive,7191838.0,81.0,rock-and-roll
elvis presley,rip it up,Negative,7191838.0,81.0,rock-and-roll
elvis presley,love me,Negative,7191838.0,81.0,rock-and-roll
elvis presley,paralyzed,Positive,7191838.0,81.0,rock-and-roll
elvis presley,old shep,Positive,7191838.0,81.0,rock-and-roll
elvis presley,ready teddy,Positive,7191838.0,81.0,rock-and-roll
elvis presley,anyplace is paradise,Positive,7191838.0,81.0,rock-and-roll
elvis presley,how's the world treating you?,Negative,7191838.0,81.0,rock-and-roll
elvis presley,how do you think i feel,Positive,7191838.0,81.0,rock-and-roll
elvis presley,mean woman blues,Negative,7191838.0,81.0,rock-and-roll
elvis presley,got a lot o' livin' to do,Positive,7191838.0,81.0,rock-and-roll
elvis presley,party,Positive,7191838.0,81.0,rock-and-roll
elvis presley,blueberry hill,Positive,7191838.0,81.0,rock-and-roll
elvis presley,don't leave me now,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i need you so,Positive,7191838.0,81.0,rock-and-roll
elvis presley,white christmas,Positive,7191838.0,81.0,rock-and-roll
elvis presley,here comes santa claus (right down santa claus lane),Positive,7191838.0,81.0,rock-and-roll
elvis presley,i'll be home for christmas,Negative,7191838.0,81.0,rock-and-roll
elvis presley,blue christmas,Negative,7191838.0,81.0,rock-and-roll
elvis presley,o little town of bethlehem,Positive,7191838.0,81.0,rock-and-roll
elvis presley,silent night,Positive,7191838.0,81.0,rock-and-roll
elvis presley,(there'll be) peace in the valley (for me),Negative,7191838.0,81.0,rock-and-roll
elvis presley,young and beautiful,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i want to be free,Positive,7191838.0,81.0,rock-and-roll
elvis presley,(you're so square) baby i don't care,Positive,7191838.0,81.0,rock-and-roll
elvis presley,hound dog,Neutral,7191838.0,81.0,rock-and-roll
elvis presley,all shook up,Positive,7191838.0,81.0,rock-and-roll
elvis presley,heartbreak hotel,Negative,7191838.0,81.0,rock-and-roll
elvis presley,too much,Positive,7191838.0,81.0,rock-and-roll
elvis presley,don't be cruel,Negative,7191838.0,81.0,rock-and-roll
elvis presley,love me tender,Positive,7191838.0,81.0,rock-and-roll
elvis presley,any way you want me (that's how i will be),Negative,7191838.0,81.0,rock-and-roll
elvis presley,"i want you, i need you, i love you",Positive,7191838.0,81.0,rock-and-roll
elvis presley,as long as i have you,Positive,7191838.0,81.0,rock-and-roll
elvis presley,hard headed woman,Negative,7191838.0,81.0,rock-and-roll
elvis presley,dixieland rock,Positive,7191838.0,81.0,rock-and-roll
elvis presley,don't ask me why,Positive,7191838.0,81.0,rock-and-roll
elvis presley,lover doll,Negative,7191838.0,81.0,rock-and-roll
elvis presley,crawfish,Positive,7191838.0,81.0,rock-and-roll
elvis presley,young dreams,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"steadfast, loyal and true",Positive,7191838.0,81.0,rock-and-roll
elvis presley,new orleans,Positive,7191838.0,81.0,rock-and-roll
elvis presley,that's all right,Positive,7191838.0,81.0,rock-and-roll
elvis presley,lawdy miss clawdy,Negative,7191838.0,81.0,rock-and-roll
elvis presley,playing for keeps,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i was the one,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"i'm left, you're right, she's gone",Positive,7191838.0,81.0,rock-and-roll
elvis presley,you're a heartbreaker,Positive,7191838.0,81.0,rock-and-roll
elvis presley,blue moon of kentucky,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"baby, let's play house",Negative,7191838.0,81.0,rock-and-roll
elvis presley,good rockin' tonight,Positive,7191838.0,81.0,rock-and-roll
elvis presley,is it so strange,Positive,7191838.0,81.0,rock-and-roll
elvis presley,we're gonna move,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i forgot to remember to forget,Negative,7191838.0,81.0,rock-and-roll
elvis presley,i need your love tonight,Positive,7191838.0,81.0,rock-and-roll
elvis presley,my wish come true,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i got stung,Negative,7191838.0,81.0,rock-and-roll
elvis presley,one night,Positive,7191838.0,81.0,rock-and-roll
elvis presley,a big hunk o' love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,(now and then there's) a fool such as i,Negative,7191838.0,81.0,rock-and-roll
elvis presley,make me know it,Positive,7191838.0,81.0,rock-and-roll
elvis presley,fever,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i will be home again,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"dirty, dirty feeling",Negative,7191838.0,81.0,rock-and-roll
elvis presley,thrill of your love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,reconsider baby,Positive,7191838.0,81.0,rock-and-roll
elvis presley,what's she really like,Positive,7191838.0,81.0,rock-and-roll
elvis presley,wooden heart (muss i denn),Positive,7191838.0,81.0,rock-and-roll
elvis presley,pocketful of rainbows,Positive,7191838.0,81.0,rock-and-roll
elvis presley,shoppin' around,Positive,7191838.0,81.0,rock-and-roll
elvis presley,big boots,Negative,7191838.0,81.0,rock-and-roll
elvis presley,didja' ever,Positive,7191838.0,81.0,rock-and-roll
elvis presley,his hand in mine,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i'm gonna walk dem golden stairs,Negative,7191838.0,81.0,rock-and-roll
elvis presley,in my father's house,Positive,7191838.0,81.0,rock-and-roll
elvis presley,known only to him,Negative,7191838.0,81.0,rock-and-roll
elvis presley,joshua fit the battle,Positive,7191838.0,81.0,rock-and-roll
elvis presley,he knows just what i need,Negative,7191838.0,81.0,rock-and-roll
elvis presley,swing down sweet chariot,Positive,7191838.0,81.0,rock-and-roll
elvis presley,mansion over the hilltop,Positive,7191838.0,81.0,rock-and-roll
elvis presley,if we never meet again,Positive,7191838.0,81.0,rock-and-roll
elvis presley,working on the building,Negative,7191838.0,81.0,rock-and-roll
elvis presley,there's always me,Positive,7191838.0,81.0,rock-and-roll
elvis presley,gently,Positive,7191838.0,81.0,rock-and-roll
elvis presley,in your arms,Positive,7191838.0,81.0,rock-and-roll
elvis presley,put the blame on me,Positive,7191838.0,81.0,rock-and-roll
elvis presley,judy,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i want you with me,Positive,7191838.0,81.0,rock-and-roll
elvis presley,blue hawaii,Positive,7191838.0,81.0,rock-and-roll
elvis presley,almost always true,Positive,7191838.0,81.0,rock-and-roll
elvis presley,no more,Positive,7191838.0,81.0,rock-and-roll
elvis presley,rock-a-hula baby,Positive,7191838.0,81.0,rock-and-roll
elvis presley,ku-u-i-po,Positive,7191838.0,81.0,rock-and-roll
elvis presley,ito eats,Negative,7191838.0,81.0,rock-and-roll
elvis presley,beach boy blues,Negative,7191838.0,81.0,rock-and-roll
elvis presley,island of love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,just for old time sake,Positive,7191838.0,81.0,rock-and-roll
elvis presley,gonna get back home somehow,Negative,7191838.0,81.0,rock-and-roll
elvis presley,(such an) easy question,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i'm yours,Positive,7191838.0,81.0,rock-and-roll
elvis presley,suspicion,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i feel that i've known you forever,Positive,7191838.0,81.0,rock-and-roll
elvis presley,night rider,Positive,7191838.0,81.0,rock-and-roll
elvis presley,fountain of love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,that's someone you never forget,Positive,7191838.0,81.0,rock-and-roll
elvis presley,girls! girls! girls!,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i don't wanna be tied,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i don't want to,Positive,7191838.0,81.0,rock-and-roll
elvis presley,we'll be together,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"a boy like me, a girl like you",Positive,7191838.0,81.0,rock-and-roll
elvis presley,earth boy,Positive,7191838.0,81.0,rock-and-roll
elvis presley,return to sender,Positive,7191838.0,81.0,rock-and-roll
elvis presley,because of love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,song of the shrimp,Positive,7191838.0,81.0,rock-and-roll
elvis presley,the walls have ears,Positive,7191838.0,81.0,rock-and-roll
elvis presley,beyond the bend,Positive,7191838.0,81.0,rock-and-roll
elvis presley,relax,Positive,7191838.0,81.0,rock-and-roll
elvis presley,they remind me too much of you,Positive,7191838.0,81.0,rock-and-roll
elvis presley,one broken heart for sale,Negative,7191838.0,81.0,rock-and-roll
elvis presley,cotton candy land,Positive,7191838.0,81.0,rock-and-roll
elvis presley,how would you like to be?,Negative,7191838.0,81.0,rock-and-roll
elvis presley,happy ending,Positive,7191838.0,81.0,rock-and-roll
elvis presley,it's now or never,Positive,7191838.0,81.0,rock-and-roll
elvis presley,stuck on you,Positive,7191838.0,81.0,rock-and-roll
elvis presley,are you lonesome tonight?,Positive,7191838.0,81.0,rock-and-roll
elvis presley,(marie's the name of) his latest flame,Positive,7191838.0,81.0,rock-and-roll
elvis presley,little sister,Negative,7191838.0,81.0,rock-and-roll
elvis presley,anything that's part of you,Positive,7191838.0,81.0,rock-and-roll
elvis presley,fun in acapulco,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"vino, dinero y amor",Positive,7191838.0,81.0,rock-and-roll
elvis presley,mexico,Positive,7191838.0,81.0,rock-and-roll
elvis presley,el toro,Positive,7191838.0,81.0,rock-and-roll
elvis presley,no room to rhumba in a sports car,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i think i'm gonna like it here,Positive,7191838.0,81.0,rock-and-roll
elvis presley,bossa nova baby,Positive,7191838.0,81.0,rock-and-roll
elvis presley,guadalajara,Neutral,7191838.0,81.0,rock-and-roll
elvis presley,love me tonight,Positive,7191838.0,81.0,rock-and-roll
elvis presley,smokey mountain boy,Positive,7191838.0,81.0,rock-and-roll
elvis presley,there's gold in the mountains,Positive,7191838.0,81.0,rock-and-roll
elvis presley,catchin' on fast,Positive,7191838.0,81.0,rock-and-roll
elvis presley,tender feeling,Positive,7191838.0,81.0,rock-and-roll
elvis presley,barefoot ballad,Negative,7191838.0,81.0,rock-and-roll
elvis presley,once is enough,Positive,7191838.0,81.0,rock-and-roll
elvis presley,kissin' cousins,Positive,7191838.0,81.0,rock-and-roll
elvis presley,echoes of love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,(it's a) long lonely highway,Negative,7191838.0,81.0,rock-and-roll
elvis presley,roustabout,Negative,7191838.0,81.0,rock-and-roll
elvis presley,little egypt,Negative,7191838.0,81.0,rock-and-roll
elvis presley,hard knocks,Negative,7191838.0,81.0,rock-and-roll
elvis presley,"big love, big heartache",Positive,7191838.0,81.0,rock-and-roll
elvis presley,one track heart,Positive,7191838.0,81.0,rock-and-roll
elvis presley,it's carnival time,Positive,7191838.0,81.0,rock-and-roll
elvis presley,wheels on my heels,Positive,7191838.0,81.0,rock-and-roll
elvis presley,girl happy,Positive,7191838.0,81.0,rock-and-roll
elvis presley,spring fever,Positive,7191838.0,81.0,rock-and-roll
elvis presley,fort lauderdale chamber of commerce,Positive,7191838.0,81.0,rock-and-roll
elvis presley,startin' tonight,Positive,7191838.0,81.0,rock-and-roll
elvis presley,wolf call,Negative,7191838.0,81.0,rock-and-roll
elvis presley,do not disturb,Positive,7191838.0,81.0,rock-and-roll
elvis presley,cross my heart and hope to die,Positive,7191838.0,81.0,rock-and-roll
elvis presley,the meanest girl in town,Negative,7191838.0,81.0,rock-and-roll
elvis presley,do the clam,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i've got to find my baby,Positive,7191838.0,81.0,rock-and-roll
elvis presley,you'll be gone,Positive,7191838.0,81.0,rock-and-roll
elvis presley,your cheatin' heart,Negative,7191838.0,81.0,rock-and-roll
elvis presley,"summer kisses, winter tears",Positive,7191838.0,81.0,rock-and-roll
elvis presley,in my way,Positive,7191838.0,81.0,rock-and-roll
elvis presley,memphis tennessee,Positive,7191838.0,81.0,rock-and-roll
elvis presley,forget me never,Positive,7191838.0,81.0,rock-and-roll
elvis presley,sound advice,Positive,7191838.0,81.0,rock-and-roll
elvis presley,santa lucia,Neutral,7191838.0,81.0,rock-and-roll
elvis presley,i met her today,Positive,7191838.0,81.0,rock-and-roll
elvis presley,harem holiday,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"go east, young man",Positive,7191838.0,81.0,rock-and-roll
elvis presley,kismet,Positive,7191838.0,81.0,rock-and-roll
elvis presley,shake that tambourine,Negative,7191838.0,81.0,rock-and-roll
elvis presley,hey little girl,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"so close, yet so far",Positive,7191838.0,81.0,rock-and-roll
elvis presley,animal instinct,Positive,7191838.0,81.0,rock-and-roll
elvis presley,wisdom of the ages,Positive,7191838.0,81.0,rock-and-roll
elvis presley,frankie and johnny,Positive,7191838.0,81.0,rock-and-roll
elvis presley,come along,Positive,7191838.0,81.0,rock-and-roll
elvis presley,petunia the gardener's daughter,Positive,7191838.0,81.0,rock-and-roll
elvis presley,what every woman lives for,Positive,7191838.0,81.0,rock-and-roll
elvis presley,beginner's luck,Positive,7191838.0,81.0,rock-and-roll
elvis presley,down by the riverside,Negative,7191838.0,81.0,rock-and-roll
elvis presley,shout it out,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"paradise, hawaiian style",Positive,7191838.0,81.0,rock-and-roll
elvis presley,queenie wahine's papaya,Positive,7191838.0,81.0,rock-and-roll
elvis presley,drums of the islands,Neutral,7191838.0,81.0,rock-and-roll
elvis presley,datin',Positive,7191838.0,81.0,rock-and-roll
elvis presley,a dog's life,Positive,7191838.0,81.0,rock-and-roll
elvis presley,house of sand,Negative,7191838.0,81.0,rock-and-roll
elvis presley,this is my heaven,Positive,7191838.0,81.0,rock-and-roll
elvis presley,sand castles,Positive,7191838.0,81.0,rock-and-roll
elvis presley,stop look and listen,Positive,7191838.0,81.0,rock-and-roll
elvis presley,never say yes,Positive,7191838.0,81.0,rock-and-roll
elvis presley,am i ready,Positive,7191838.0,81.0,rock-and-roll
elvis presley,beach shack,Negative,7191838.0,81.0,rock-and-roll
elvis presley,spinout,Positive,7191838.0,81.0,rock-and-roll
elvis presley,smorgasbord,Negative,7191838.0,81.0,rock-and-roll
elvis presley,i'll be back,Negative,7191838.0,81.0,rock-and-roll
elvis presley,tomorrow is a long time,Positive,7191838.0,81.0,rock-and-roll
elvis presley,down in the alley,Positive,7191838.0,81.0,rock-and-roll
elvis presley,i'll remember you,Negative,7191838.0,81.0,rock-and-roll
elvis presley,how great thou art,Positive,7191838.0,81.0,rock-and-roll
elvis presley,somebody bigger than you and i,Positive,7191838.0,81.0,rock-and-roll
elvis presley,without him,Negative,7191838.0,81.0,rock-and-roll
elvis presley,where could i go but to the lord,Positive,7191838.0,81.0,rock-and-roll
elvis presley,if the lord wasn't walking by my side,Positive,7191838.0,81.0,rock-and-roll
elvis presley,run on,Positive,7191838.0,81.0,rock-and-roll
elvis presley,where no one stands alone,Positive,7191838.0,81.0,rock-and-roll
elvis presley,crying in the chapel,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"baby, if you'll give me all of your love",Negative,7191838.0,81.0,rock-and-roll
elvis presley,could i fall in love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,long legged girl (with the short dress on),Positive,7191838.0,81.0,rock-and-roll
elvis presley,city by night,Positive,7191838.0,81.0,rock-and-roll
elvis presley,old macdonald,Negative,7191838.0,81.0,rock-and-roll
elvis presley,never ending,Positive,7191838.0,81.0,rock-and-roll
elvis presley,blue river,Negative,7191838.0,81.0,rock-and-roll
elvis presley,"what now, what next, where to",Positive,7191838.0,81.0,rock-and-roll
elvis presley,guitar man,Negative,7191838.0,81.0,rock-and-roll
elvis presley,clambake,Negative,7191838.0,81.0,rock-and-roll
elvis presley,who needs money,Positive,7191838.0,81.0,rock-and-roll
elvis presley,confidence,Negative,7191838.0,81.0,rock-and-roll
elvis presley,"hey, hey, hey",Positive,7191838.0,81.0,rock-and-roll
elvis presley,how can you lose what you never had?,Positive,7191838.0,81.0,rock-and-roll
elvis presley,just call me lonesome,Positive,7191838.0,81.0,rock-and-roll
elvis presley,love letters,Positive,7191838.0,81.0,rock-and-roll
elvis presley,witchcraft,Negative,7191838.0,81.0,rock-and-roll
elvis presley,it hurts me,Positive,7191838.0,81.0,rock-and-roll
elvis presley,what'd i say,Positive,7191838.0,81.0,rock-and-roll
elvis presley,please don't drag that string around,Negative,7191838.0,81.0,rock-and-roll
elvis presley,indescribably blue,Positive,7191838.0,81.0,rock-and-roll
elvis presley,lonely man,Negative,7191838.0,81.0,rock-and-roll
elvis presley,a mess of blues,Negative,7191838.0,81.0,rock-and-roll
elvis presley,speedway,Positive,7191838.0,81.0,rock-and-roll
elvis presley,there ain't nothing like a song,Positive,7191838.0,81.0,rock-and-roll
elvis presley,your time hasn't come yet baby,Positive,7191838.0,81.0,rock-and-roll
elvis presley,who are you (who am i?),Positive,7191838.0,81.0,rock-and-roll
elvis presley,"he's your uncle, not your dad",Positive,7191838.0,81.0,rock-and-roll
elvis presley,let yourself go,Positive,7191838.0,81.0,rock-and-roll
elvis presley,five sleepy heads,Positive,7191838.0,81.0,rock-and-roll
elvis presley,western union,Negative,7191838.0,81.0,rock-and-roll
elvis presley,mine,Positive,7191838.0,81.0,rock-and-roll
elvis presley,going home,Positive,7191838.0,81.0,rock-and-roll
elvis presley,suppose,Positive,7191838.0,81.0,rock-and-roll
elvis presley,"baby, what you want me to do",Negative,7191838.0,81.0,rock-and-roll
elvis presley,can't help falling in love,Positive,7191838.0,81.0,rock-and-roll
elvis presley,jailhouse rock,Positive,7191838.0,81.0,rock-and-roll
elvis presley,up above my head,Positive,7191838.0,81.0,rock-and-roll
elvis presley,memories,Positive,7191838.0,81.0,rock-and-roll
elvis presley,nothingville,Neutral,7191838.0,81.0,rock-and-roll
elvis presley,big boss man,Positive,7191838.0,81.0,rock-and-roll
elvis presley,flaming star,Negative,7191838.0,81.0,rock-and-roll
